unit,unit_name,lesson,scene_idx,scene_id,scene_title,opener_jp,opener_zh,speaker,abc_guide,a_jp,a_zh,a_note,b_jp,b_zh,b_note,c_jp,c_zh,c_note
5,第5单元,19,17,l19_dlg_17,注意する・される,私は特にありません。気を使わないでください。,我没什么特别的。别客气。,小野,「注意する・される」· ないで · 禁止・义务 · 小野应答。A＝课文「そうそう、遠慮しないでくださいね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうそう、遠慮しないでくださいね。,对，别客气。,A 标准答（小野）：「注意する・される」· ないで · 禁止・义务；与教材会話一致.,そうそう、遠慮しないでちょうだいね。,对，别客气。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,そうそう、遠慮しないでくださいねね。,对，别客气。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,19,18,l19_dlg_18,注意する・される,そうそう、遠慮しないでくださいね。,对，别客气。,李,「注意する・される」· ないで · 禁止・义务 · 李应答。A＝课文「分かりました。それでは、行ってきます…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,分かりました。それでは、行ってきます。,明白了。那我走了。,A 标准答（李）：「注意する・される」· ないで · 禁止・义务；与教材会話一致.,それでは、行ってきます。,那我走了。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,分かりました。それでは、行ってきますね。,明白了。那我走了。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,19,19,l19_dlg_19,注意する・される,分かりました。それでは、行ってきます。,明白了。那我走了。,森・小野,「注意する・される」· ないで · 禁止・义务 · 森・小野应答。A＝课文「いってらっしゃい。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いってらっしゃい。,走好。,A 标准答（森・小野）：「注意する・される」· ないで · 禁止・义务；与教材会話一致.,ええ、いってらっしゃい。,走好。,B 同场景变体：节奏快、信息略减（森・小野，可沟通）.,いってらっしゃいね。,走好。,C 语气更软：句末「ね」等，缓和确认时用（森・小野，非错答）.
5,第5单元,20,1,l20_dlg_1,できること・できないこと,李さん、何か特技はありますか。,小李，有什么特长吗？,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「そうですね…中国の料理を作ることがで…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね…中国の料理を作ることができます。特に餃子が得意です。,嗯……会做中国菜。尤其擅长包饺子。,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,特に餃子が得意です。,尤其擅长包饺子。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,そうですね…中国の料理を作ることができます。特に餃子が得意でございます。,嗯……会做中国菜。尤其擅长包饺子。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,20,2,l20_dlg_2,できること・できないこと,そうですね…中国の料理を作ることができます。特に餃子が得意です。,嗯……会做中国菜。尤其擅长包饺子。,森,「できること・できないこと」· ことができる · 可能 · 森应答。A＝课文「すごいですね。私は料理があまりできま…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,すごいですね。私は料理があまりできません。,真厉害。我不太会做饭。,A 标准答（森）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,私は料理があまりできません。,我不太会做饭。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,すごいですね。私は料理があまりできませんね。,真厉害。我不太会做饭。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
5,第5单元,20,3,l20_dlg_3,できること・できないこと,すごいですね。私は料理があまりできません。,真厉害。我不太会做饭。,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「森さんはピアノを弾くことができますか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,森さんはピアノを弾くことができますか。,森会弹钢琴吗？,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,森さんはピアノを弾くことができる？,森会弹钢琴吗？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,森さんはピアノを弾くことができますでしょうか。,森会弹钢琴吗？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
5,第5单元,20,4,l20_dlg_4,できること・できないこと,森さんはピアノを弾くことができますか。,森会弹钢琴吗？,森,「できること・できないこと」· ことができる · 可能 · 森应答。A＝课文「いいえ、できません。でも、ギターなら…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、できません。でも、ギターなら少し弾けます。,不会。不过吉他会弹一点。,A 标准答（森）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,でも、ギターなら少し弾けます。,不过吉他会弹一点。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,いいえ、できません。でも、ギターなら少し弾けますね。,不会。不过吉他会弹一点。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
5,第5单元,20,5,l20_dlg_5,できること・できないこと,いいえ、できません。でも、ギターなら少し弾けます。,不会。不过吉他会弹一点。,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「かっこいいですね。私もギターを習いた…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,かっこいいですね。私もギターを習いたいです。,真帅啊。我也想学吉他。,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,私もギターを習いたいです。,我也想学吉他。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,かっこいいですね。私もギターを習いたいでございます。,真帅啊。我也想学吉他。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,20,6,l20_dlg_6,できること・できないこと,かっこいいですね。私もギターを習いたいです。,真帅啊。我也想学吉他。,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「私は英語を話すことができます。留学し…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私は英語を話すことができます。留学していたので。,我会说英语。因为留过学。,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,留学していたので。,因为留过学。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,私は英語を話すことができます。留学していたのでね。,我会说英语。因为留过学。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,20,7,l20_dlg_7,できること・できないこと,私は英語を話すことができます。留学していたので。,我会说英语。因为留过学。,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「じゃあ、英語で話してみましょうか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,じゃあ、英語で話してみましょうか。,那用英语试试看？,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,英語で話してみましょうか。,那用英语试试看？,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,じゃあ、英語で話してみましょうかね。,那用英语试试看？,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,20,8,l20_dlg_8,できること・できないこと,じゃあ、英語で話してみましょうか。,那用英语试试看？,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「あ、でも、もうずっと使っていなくて、…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,あ、でも、もうずっと使っていなくて、あまり話せないかもしれません。,啊，不过我很久没用，可能不太说得来。,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、あ、でも、もうずっと使っていなくて、あまり話せないかもしれません。,啊，不过我很久没用，可能不太说得来。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,あ、でも、もうずっと使っていなくて、あまり話せないかもしれませんね。,啊，不过我很久没用，可能不太说得来。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,20,9,l20_dlg_9,できること・できないこと,あ、でも、もうずっと使っていなくて、あまり話せないかもしれません。,啊，不过我很久没用，可能不太说得来。,森,「できること・できないこと」· ことができる · 可能 · 森应答。A＝课文「それでも、私たちよりずっと上手ですよ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,それでも、私たちよりずっと上手ですよ。,即便如此，也比我们厉害多了。,A 标准答（森）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、それでも、私たちよりずっと上手ですよ。,即便如此，也比我们厉害多了。,B 同场景变体：节奏快、信息略减（森，可沟通）.,それでも、私たちよりずっと上手ですます。,即便如此，也比我们厉害多了。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
5,第5单元,20,10,l20_dlg_10,できること・できないこと,それでも、私たちよりずっと上手ですよ。,即便如此，也比我们厉害多了。,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「ところで、李さんは日本料理を作ること…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ところで、李さんは日本料理を作ることができますか。,对了，小李会做日本菜吗？,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ところで、李さんは日本料理を作ることができる？,对了，小李会做日本菜吗？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,ところで、李さんは日本料理を作ることができますでしょうか。,对了，小李会做日本菜吗？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
5,第5单元,20,11,l20_dlg_11,できること・できないこと,ところで、李さんは日本料理を作ることができますか。,对了，小李会做日本菜吗？,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「まだあまりできません。でも、作る前に…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,まだあまりできません。でも、作る前にレシピをよく調べます。,还不太会。不过做之前会仔细查食谱。,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,でも、作る前にレシピをよく調べます。,不过做之前会仔细查食谱。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,まだあまりできません。でも、作る前にレシピをよく調べますね。,还不太会。不过做之前会仔细查食谱。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,20,12,l20_dlg_12,できること・できないこと,まだあまりできません。でも、作る前にレシピをよく調べます。,还不太会。不过做之前会仔细查食谱。,森,「できること・できないこと」· ことができる · 可能 · 森应答。A＝课文「努力すれば、すぐ上手になりますよ。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,努力すれば、すぐ上手になりますよ。,只要努力，很快会进步的。,A 标准答（森）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、努力すれば、すぐ上手になりますよ。,只要努力，很快会进步的。,B 同场景变体：节奏快、信息略减（森，可沟通）.,努力すれば、すぐ上手になりますます。,只要努力，很快会进步的。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
5,第5单元,20,13,l20_dlg_13,できること・できないこと,努力すれば、すぐ上手になりますよ。,只要努力，很快会进步的。,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「そうですね。諦めずに続けます。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。諦めずに続けます。,是啊。不放弃，继续练。,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,諦めずに続けます。,不放弃，继续练。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,そうですね。諦めずに続けますね。,是啊。不放弃，继续练。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,20,14,l20_dlg_14,できること・できないこと,そうですね。諦めずに続けます。,是啊。不放弃，继续练。,B,「できること・できないこと」· ことができる · 可能 · B应答。A＝课文「後日」；B＝同场景口语/缩短；C＝更礼貌或郑重。,後日,日后,A 标准答（B）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、後日,日后,B 同场景变体：节奏快、信息略减（B，可沟通）.,後日ね,日后,C 语气更软：句末「ね」等，缓和确认时用（B，非错答）.
5,第5单元,20,15,l20_dlg_15,できること・できないこと,後日,日后,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「李さん、週末に何をしましたか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,李さん、週末に何をしましたか。,小李，周末做了什么？,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、李さん、週末に何をしましたか。,小李，周末做了什么？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,李さん、週末に何をしましたかね。,小李，周末做了什么？,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,20,16,l20_dlg_16,できること・できないこと,李さん、週末に何をしましたか。,小李，周末做了什么？,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「日本語の勉強をしました。試験があった…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,日本語の勉強をしました。試験があったので、前日はよく復習しました。,学了日语。因为有考试，前一天好好复习了。,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,試験があったので、前日はよく復習しました。,因为有考试，前一天好好复习了。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,日本語の勉強をしました。試験があったので、前日はよく復習しましたね。,学了日语。因为有考试，前一天好好复习了。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
5,第5单元,20,17,l20_dlg_17,できること・できないこと,日本語の勉強をしました。試験があったので、前日はよく復習しました。,学了日语。因为有考试，前一天好好复习了。,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「いい結果が出るといいですね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いい結果が出るといいですね。,希望有好结果。,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ええ、いい結果が出るといいですね。,希望有好结果。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,いい結果が出るといいですねね。,希望有好结果。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,20,18,l20_dlg_18,できること・できないこと,いい結果が出るといいですね。,希望有好结果。,李,「できること・できないこと」· ことができる · 可能 · 李应答。A＝课文「ありがとうございます。ところで、小野…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ありがとうございます。ところで、小野さんは富士山に登ったことがありますか。,谢谢。对了，小野，你登过富士山吗？,A 标准答（李）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,ところで、小野さんは富士山に登ったことがありますか。,对了，小野，你登过富士山吗。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,ありがとうございます。ところで、小野さんは富士山に登ったことがありますでしょうか。,谢谢。对了，小野，你登过富士山吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,20,19,l20_dlg_19,できること・できないこと,ありがとうございます。ところで、小野さんは富士山に登ったことがありますか。,谢谢。对了，小野，你登过富士山吗？,小野,「できること・できないこと」· ことができる · 可能 · 小野应答。A＝课文「いいえ、まだありません。でも、いつか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、まだありません。でも、いつか登ってみたいです。,还没有。但我想哪天试试登上去。,A 标准答（小野）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,でも、いつか登ってみたいです。,但我想哪天试试登上去。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,いいえ、まだありません。でも、いつか登ってみたいでございます。,还没有。但我想哪天试试登上去。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
5,第5单元,20,20,l20_dlg_20,できること・できないこと,いいえ、まだありません。でも、いつか登ってみたいです。,还没有。但我想哪天试试登上去。,森,「できること・できないこと」· ことができる · 可能 · 森应答。A＝课文「私は高校の時に登りました。とても大変…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私は高校の時に登りました。とても大変でしたが、頂上からの景色は素晴らしかったです。,我高中时登过。非常累，但从山顶看到的景色很棒。,A 标准答（森）：「できること・できないこと」· ことができる · 可能；与教材会話一致.,とても大変でしたが、頂上からの景色は素晴らしかったです。,非常累，但从山顶看到的景色很棒。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,私は高校の時に登りました。とても大変でしたが、頂上からの景色は素晴らしかったでございます。,我高中时登过。非常累，但从山顶看到的景色很棒。,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
6,第6单元,21,1,l21_dlg_1,歌舞伎,李さん、日本の伝統的なものを見たことがありますか。,小李，看过日本传统的东西吗？,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「いいえ、まだあまりありません。でも、…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、まだあまりありません。でも、いつか歌舞伎を見たいです。,还没有，不多。但我想哪天去看看歌舞伎。,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,でも、いつか歌舞伎を見たいです。,但我想哪天去看看歌舞伎。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいえ、まだあまりありません。でも、いつか歌舞伎を見たいでございます。,还没有，不多。但我想哪天去看看歌舞伎。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
6,第6单元,21,2,l21_dlg_2,歌舞伎,いいえ、まだあまりありません。でも、いつか歌舞伎を見たいです。,还没有，不多。但我想哪天去看看歌舞伎。,森,「歌舞伎」· たことがある · 经历 · 森应答。A＝课文「私は見たことがあります。先月、友達と…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私は見たことがあります。先月、友達と一緒に歌舞伎座へ行きました。,看过。上个月和朋友一起去了歌舞伎座。,A 标准答（森）：「歌舞伎」· たことがある · 经历；与教材会話一致.,先月、友達と一緒に歌舞伎座へ行きました。,上个月和朋友一起去了歌舞伎座。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,私は見たことがあります。先月、友達と一緒に歌舞伎座へ行きましたね。,看过。上个月和朋友一起去了歌舞伎座。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
6,第6单元,21,3,l21_dlg_3,歌舞伎,私は見たことがあります。先月、友達と一緒に歌舞伎座へ行きました。,看过。上个月和朋友一起去了歌舞伎座。,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「どうでしたか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,どうでしたか。,怎么样？,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、どうでしたか。,怎么样？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,どうでしたかね。,怎么样？,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
6,第6单元,21,4,l21_dlg_4,歌舞伎,どうでしたか。,怎么样？,森,「歌舞伎」· たことがある · 经历 · 森应答。A＝课文「言葉は難しかったですが、とても美しか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,言葉は難しかったですが、とても美しかったです。,台词很难，但非常美。,A 标准答（森）：「歌舞伎」· たことがある · 经历；与教材会話一致.,言葉は難しかったですが、とても美しかっただよ。,台词很难，但非常美。,B 口语体：です→だよ/るよ，轻松场合用（森，非错答）.,言葉は難しかったですが、とても美しかったでございます。,台词很难，但非常美。,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
6,第6单元,21,5,l21_dlg_5,歌舞伎,言葉は難しかったですが、とても美しかったです。,台词很难，但非常美。,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「衣装や舞台の色がきれいだと聞きました…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,衣装や舞台の色がきれいだと聞きました。,听说服装和舞台的颜色很漂亮。,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、衣装や舞台の色がきれいだと聞きました。,听说服装和舞台的颜色很漂亮。,B 同场景变体：节奏快、信息略减（李，可沟通）.,衣装や舞台の色がきれいだと聞きましたね。,听说服装和舞台的颜色很漂亮。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
6,第6单元,21,6,l21_dlg_6,歌舞伎,衣装や舞台の色がきれいだと聞きました。,听说服装和舞台的颜色很漂亮。,森,「歌舞伎」· たことがある · 经历 · 森应答。A＝课文「そうですね。特に、背景の絵がすばらし…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。特に、背景の絵がすばらしかったです。,是啊。尤其是背景的绘画非常精彩。,A 标准答（森）：「歌舞伎」· たことがある · 经历；与教材会話一致.,特に、背景の絵がすばらしかったです。,尤其是背景的绘画非常精彩。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,そうですね。特に、背景の絵がすばらしかったでございます。,是啊。尤其是背景的绘画非常精彩。,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
6,第6单元,21,7,l21_dlg_7,歌舞伎,そうですね。特に、背景の絵がすばらしかったです。,是啊。尤其是背景的绘画非常精彩。,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「私も若いときに見たことがありますが、…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私も若いときに見たことがありますが、あまり覚えていません。,我年轻时也看过，但不太记得了。,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、私も若いときに見たことがありますが、あまり覚えていません。,我年轻时也看过，但不太记得了。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,私も若いときに見たことがありますが、あまり覚えていませんね。,我年轻时也看过，但不太记得了。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
6,第6单元,21,8,l21_dlg_8,歌舞伎,私も若いときに見たことがありますが、あまり覚えていません。,我年轻时也看过，但不太记得了。,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「もう一度見たいですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,もう一度見たいですか。,还想再看一次吗？,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、もう一度見たいですか。,还想再看一次吗？,B 同场景变体：节奏快、信息略减（李，可沟通）.,もう一度見たいでしょうか。,还想再看一次吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
6,第6单元,21,9,l21_dlg_9,歌舞伎,もう一度見たいですか。,还想再看一次吗？,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「そうですね。時間があったら、また見た…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。時間があったら、また見たいです。,是啊。有时间的话，还想再看。,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,時間があったら、また見たいです。,有时间的话，还想再看。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうですね。時間があったら、また見たいでございます。,是啊。有时间的话，还想再看。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
6,第6单元,21,10,l21_dlg_10,歌舞伎,そうですね。時間があったら、また見たいです。,是啊。有时间的话，还想再看。,B,「歌舞伎」· たことがある · 经历 · B应答。A＝课文「別の日」；B＝同场景口语/缩短；C＝更礼貌或郑重。,別の日,另一天,A 标准答（B）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、別の日,另一天,B 同场景变体：节奏快、信息略减（B，可沟通）.,別の日ね,另一天,C 语气更软：句末「ね」等，缓和确认时用（B，非错答）.
6,第6单元,21,11,l21_dlg_11,歌舞伎,別の日,另一天,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「小野さん、この週末、どこかへ行きまし…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,小野さん、この週末、どこかへ行きましたか。,小野，这个周末去哪儿了吗？,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、小野さん、この週末、どこかへ行きましたか。,小野，这个周末去哪儿了吗？,B 同场景变体：节奏快、信息略减（李，可沟通）.,小野さん、この週末、どこかへ行きましたかね。,小野，这个周末去哪儿了吗？,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
6,第6单元,21,12,l21_dlg_12,歌舞伎,小野さん、この週末、どこかへ行きましたか。,小野，这个周末去哪儿了吗？,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「はい、温泉に行ったあとで、友達の家に…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、温泉に行ったあとで、友達の家に寄りました。,去了。泡完温泉后，又去了朋友家。,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,温泉に行ったあとで、友達の家に寄りました。,去了。泡完温泉后，又去了朋友家。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,はい、温泉に行ったあとで、友達の家に寄りましたね。,去了。泡完温泉后，又去了朋友家。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
6,第6单元,21,13,l21_dlg_13,歌舞伎,はい、温泉に行ったあとで、友達の家に寄りました。,去了。泡完温泉后，又去了朋友家。,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「いいですね。温泉はどうでしたか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいですね。温泉はどうでしたか。,不错啊。温泉怎么样？,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,温泉はどうでしたか。,温泉怎么样。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいですね。温泉はどうでしたかね。,不错啊。温泉怎么样？,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
6,第6单元,21,14,l21_dlg_14,歌舞伎,いいですね。温泉はどうでしたか。,不错啊。温泉怎么样？,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「とても気持ちよかったです。李さんは温…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,とても気持ちよかったです。李さんは温泉に入ったことがありますか。,非常舒服。小李泡过温泉吗？,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,李さんは温泉に入ったことがありますか。,小李泡过温泉吗。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,とても気持ちよかったです。李さんは温泉に入ったことがありますでしょうか。,非常舒服。小李泡过温泉吗？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
6,第6单元,21,15,l21_dlg_15,歌舞伎,とても気持ちよかったです。李さんは温泉に入ったことがありますか。,非常舒服。小李泡过温泉吗？,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「いいえ、まだありません。日本に来てか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、まだありません。日本に来てから、一度も入ったことがないんです。,还没有。来日本之后一次也没进去过。,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,日本に来てから、一度も入ったことがないんです。,来日本之后一次也没进去过。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいえ、まだありません。日本に来てから、一度も入ったことがないんでございます。,还没有。来日本之后一次也没进去过。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
6,第6单元,21,16,l21_dlg_16,歌舞伎,いいえ、まだありません。日本に来てから、一度も入ったことがないんです。,还没有。来日本之后一次也没进去过。,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「それなら、今度一緒に行きませんか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,それなら、今度一緒に行きませんか。,那下次一起去好吗？,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、それなら、今度一緒に行きませんか。,那下次一起去好吗？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,それなら、今度一緒に行きませんかね。,那下次一起去好吗？,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
6,第6单元,21,17,l21_dlg_17,歌舞伎,それなら、今度一緒に行きませんか。,那下次一起去好吗？,李,「歌舞伎」· たことがある · 经历 · 李应答。A＝课文「ぜひお願いします。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ぜひお願いします。,请务必。,A 标准答（李）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ぜひお願いしるよ。,请务必。,B 口语体：です→だよ/るよ，轻松场合用（李，非错答）.,ぜひお願いしますね。,请务必。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
6,第6单元,21,18,l21_dlg_18,歌舞伎,ぜひお願いします。,请务必。,小野,「歌舞伎」· たことがある · 经历 · 小野应答。A＝课文「ところで、お土産に何を買いましょうか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ところで、お土産に何を買いましょうか。,对了，特产买什么好呢？,A 标准答（小野）：「歌舞伎」· たことがある · 经历；与教材会話一致.,ええ、ところで、お土産に何を買いましょうか。,对了，特产买什么好呢？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,ところで、お土産に何を買いましょうかね。,对了，特产买什么好呢？,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
